author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
1365109087604719619,1482784722707177472,2022-01-16T19:04:24.000Z,1482790860945346561,1264514560750505985,1,0,1,0,@21_leafar vou te visitar em sorocaba pra ganhar uma surra de rola
1327375214976651268,1482789749219901446,2022-01-16T18:59:59.000Z,1482789749219901446,"",2,0,4,0,"sábado tem show em sorocaba, fica a uma hora e meia daq qro tanto ir mas é tão longe, vou dar meu máximo pra ir"
1299039613961502722,1482814171905511429,2022-01-16T20:37:02.000Z,1482814171905511429,"",2,0,0,0,do nada o sorocaba na bancada de jurados https://t.co/Kp9wPd60L7
3642658582,1482803481941585923,2022-01-16T19:54:33.000Z,1482803481941585923,"",0,0,0,0,"Coisas aleatórias que acabei de notar e parei pra pensar sem motivo algum 
4 pessoas que eu conheço do meu Instagram tão em Maceió, 3 de Sorocaba e 1 do rio kkkkkkk"
1190457506381860864,1482815048892440581,2022-01-16T20:40:31.000Z,1482815048892440581,"",0,0,0,12,"RT @contagemcorona1: 🟢SOROCABA (SP)

A ocupação dos leitos para tratamento da #COVID19 na Santa Casa de Sorocaba chegou a 100% de ocupação…"
1329970207654342656,1482791648950161409,2022-01-16T19:07:32.000Z,1482791648950161409,"",0,0,0,0,sdds de ir pra Sorocaba 😠
84418025,1482822000829730821,2022-01-16T21:08:09.000Z,1482822000829730821,"",0,0,0,0,"𝐃𝐀𝐒 𝟐𝟐𝐇 À𝐒 𝟓𝐇 - Veja a lista dos bairros afetados pela medida no primeiro dia do racionamento de água na cidade. #crisehídrica #sorocaba #água #cruzeirofm
https://t.co/I6us8gNvWK"
1117469060252545024,1482786043120295940,2022-01-16T18:45:34.000Z,1482786119456628743,59156773,0,0,0,0,@luansantana sorocaba luan💓💓💓
1304493845615448064,1482475983320104960,2022-01-16T20:29:20.000Z,1482812233717628938,1414751978257780740,0,0,1,0,@jiminatica sorocaba dnv no bbb pra ser cancelada nao da
1219836816741806081,1482784095231000586,2022-01-16T18:37:31.000Z,1482784095231000586,"",0,0,0,0,Vai ter sorocaba esse ano?? Só teve em 2020 q sdd
1025189518016696320,1482821398712262665,2022-01-16T21:05:45.000Z,1482821398712262665,"",0,0,0,0,o cara do escritório tá mandando foto com o sorocaba apenas …
1217605415846006784,1482803118886854662,2022-01-16T19:53:07.000Z,1482803118886854662,"",0,0,0,8,RT @Doriko8: @BastosJusmari Em Sorocaba SP bebes foram vacinados contra covid 19 e a midia logo tratou de abafar o caso como vacinados por…
404456444,1482809221158785031,2022-01-16T20:45:56.000Z,1482816410909024257,266254027,0,0,0,0,@pkfreestyleiro vem pra sorocaba nunca???
1303706821962727425,1482802660159934468,2022-01-16T19:51:17.000Z,1482802660159934468,"",0,0,0,6,RT @somusas1: Maravilhosa deliciosa sensacional @BossMirela ela está te esperando para deixar louco de prazrr em Campinas de 17 a 23 e Soro…
37178646,1482817930719121413,2022-01-16T20:51:58.000Z,1482817930719121413,"",0,0,0,12,"RT @contagemcorona1: 🟢SOROCABA (SP)

A ocupação dos leitos para tratamento da #COVID19 na Santa Casa de Sorocaba chegou a 100% de ocupação…"
1932159206,1482795671983996930,2022-01-16T19:23:31.000Z,1482795671983996930,"",0,0,0,8,RT @Doriko8: @BastosJusmari Em Sorocaba SP bebes foram vacinados contra covid 19 e a midia logo tratou de abafar o caso como vacinados por…
892059375426297858,1482803710736613380,2022-01-16T19:55:28.000Z,1482803710736613380,"",0,0,0,0,"MULTI FR24 HOLDING PATTERN ALERT : At time Sun Jan 16 19:53:56 2022 #None was likely to be holding at FL110 10nm from STN Santana_VOR-DME_BR
 near Araçariguama, Região Imediata de Sorocaba, Região  #AvGeek #ADSB https://t.co/i8qKlOmeSt https://t.co/9RJSbXiz71"
747202973177118720,1482814634138689546,2022-01-16T20:38:52.000Z,1482814634138689546,"",0,0,0,0,Chove em todas as cidades do estado menos em sorocaba
1146150479317151745,1482765828961492998,2022-01-16T19:54:57.000Z,1482803580813946888,920756567611531264,1,0,1,0,@iristelfser qnd eu falei de vc ficar vc disse q n tinha nada pra fazer em sorocaba e que queria voltar pra ocz 🤔
1343002997048143872,1482789545724755976,2022-01-16T18:59:11.000Z,1482789545724755976,"",0,0,0,0,"🏹💚
No primeiro jogo-treino disputado na pré-temporada em preparação para estreia no Campeonato Paulista, foi derrotado pelo Rio Claro por 2 a 1, no antigo Centro de Treinamento do Atlético Sorocaba. Giovanni Augusto foi o autor do gol do Bugre.
🗞 @lucas_rossafa"
1117469060252545024,1482786043120295940,2022-01-16T18:45:30.000Z,1482786103631527936,59156773,0,0,0,0,@luansantana amor vem para sorocaba por favor
1068302371,1482780306742599682,2022-01-16T18:22:28.000Z,1482780306742599682,"",3,0,0,0,Nunca mais reclamo do calor de Sorocaba... https://t.co/XBe0QQpShM
1335652768044998657,1482809826862379015,2022-01-16T20:19:46.000Z,1482809826862379015,"",1,0,0,0,Eu vou ter que parar de me surpreender quando descubro que todo mundo se conhece em Sorocaba
2875329107,1482707438142951425,2022-01-16T20:59:33.000Z,1482819838808625156,1084480220948824065,0,0,0,0,@alanisinhaa fala assim: mamãe vou ali em sorocaba rapidinho dar por 2 dias logo to de volta
1296902206227206144,1482806030039977989,2022-01-16T20:04:41.000Z,1482806030039977989,"",0,0,0,59,"RT @g1: \"Durante o dia teve febre e à noite não dormiu. Aumentou a febre dela, levei ao hospital e chegou com um quadro de 39 de febre e 21…"
1232373713082949632,1482799827096424462,2022-01-16T19:40:02.000Z,1482799827096424462,"",0,0,0,204,RT @Maraisa: Hoje tem Maiara &amp; Maraisa in Sorocaba!!! Estamos aqui nos preparativos pra essa noite tão especial. Vai ser lindo demais! Vem…
4464566237,1482818313625477122,2022-01-16T20:53:30.000Z,1482818313625477122,"",0,0,0,0,"só da pra correr em sorocaba de noite, ir de dia é um caminho sem volta"
1274014248360914944,1482801711253237762,2022-01-16T19:47:31.000Z,1482801711253237762,"",2,1,1,0,mano o vitor e a faria tão vindo mm lá de sorocaba pra tatuí
1443971497928839168,1482795164762525701,2022-01-16T19:21:30.000Z,1482795164762525701,"",0,0,0,8,RT @Doriko8: @BastosJusmari Em Sorocaba SP bebes foram vacinados contra covid 19 e a midia logo tratou de abafar o caso como vacinados por…
892059375426297858,1482801247220604941,2022-01-16T19:45:41.000Z,1482801247220604941,"",0,0,0,0,"MULTI FR24 HOLDING PATTERN ALERT : At time Sun Jan 16 19:44:19 2022 #GLO1277 was likely to be holding at FL220 13nm from SCB Sorocaba_VOR-DME_BR
 near Estrada Municipal Celeste Estevam Soares da Cunha, #AvGeek #ADSB https://t.co/qRDHY7MwrI https://t.co/yTxwzTo83R"
1063940992032796677,1482804950208069632,2022-01-16T20:00:23.000Z,1482804950208069632,"",0,0,0,0,"queria dizer que amo todas as vezes que sorocaba é citada no livro de conectadas, mesmo não sendo de sorocaba me sinto representada"
134140812,1482792786390917121,2022-01-16T19:12:03.000Z,1482792786390917121,"",0,0,0,12,"RT @contagemcorona1: 🟢SOROCABA (SP)

A ocupação dos leitos para tratamento da #COVID19 na Santa Casa de Sorocaba chegou a 100% de ocupação…"
373974836,1482642396772982784,2022-01-16T19:29:06.000Z,1482797076941623296,1105176669575438336,0,0,0,0,@Maraisa E eu que fiquei mais de 7 horas em pé no show de Sorocaba 🤦😂😂😂😂
107828130,1482793278605082626,2022-01-16T19:14:01.000Z,1482793278605082626,"",0,0,0,2,RT @g1sorocaba: Irmã de cuidadora de animais que morreu de câncer procura novos donos para mais de 30 cães resgatados https://t.co/9tbIR2G1…
84418025,1482782466062655493,2022-01-16T18:31:03.000Z,1482782466062655493,"",0,0,0,0,"𝐀𝐔𝐌𝐄𝐍𝐓𝐀𝐑𝐀𝐌 𝐎𝐒 𝐈𝐍𝐓𝐄𝐑𝐍𝐀𝐃𝐎𝐒 - A informação consta do boletim epidemiológico divulgado neste domingo pela Prefeitura de Sorocaba. #pandemia #covid19 #sorocaba #cruzeirofm
https://t.co/nUCvpskxC6"
1453699320222523399,1482801646539358211,2022-01-16T19:47:16.000Z,1482801646539358211,"",0,0,0,0,"Uma pequena homenagem a minha Vó... como eu amo essa guerreira... em Sorocaba, Brazil https://t.co/bovBQ2ZQ1z"
1057698967675461634,1482805853740797953,2022-01-16T20:03:59.000Z,1482805853740797953,"",0,0,0,0,Acabou de publicar uma foto em Sorocaba - São Paulo - Brasil https://t.co/EXLVKy6ugV
42271371,1482813803003879425,2022-01-16T20:35:34.000Z,1482813803003879425,"",0,0,0,12,"RT @contagemcorona1: 🟢SOROCABA (SP)

A ocupação dos leitos para tratamento da #COVID19 na Santa Casa de Sorocaba chegou a 100% de ocupação…"
1426673235635081217,1482536570687307778,2022-01-16T18:40:49.000Z,1482784925187203073,1303751607780364289,0,0,0,0,@vyniof Sou de Sorocaba admm
373974836,1482797353706917890,2022-01-16T19:30:12.000Z,1482797353706917890,"",0,0,0,236,RT @Maraisa: Obrigada Sorocaba - SP 🙏🏼 https://t.co/7Cprn2aus3
381696363,1482797893455167494,2022-01-16T19:32:21.000Z,1482797893455167494,"",0,0,0,0,No ar: Fernando e Sorocaba - Sempre Seu Homem / Rumo à Goiânia
1253402954201214976,1482801050193174533,2022-01-16T20:45:34.000Z,1482816318755819520,1349166434866360322,0,0,0,0,"@leticiaverenka ele vai ir pra Sorocaba ver eu, acho que tô namorando 😘"
2658125534,1482786682709721097,2022-01-16T18:47:49.000Z,1482786686463586312,2658125534,1,0,0,0,"Passou por Portuguesa, Atlético Sorocaba, Boa Esporte, Villa Nova, Tupi, Brusque, CSA (campeão da Série C 2017), Desportivo Aves, Vila Nova, Guarani, CSA (novamente) e Botafogo-SP."
921421010695532545,1482786012707315715,2022-01-16T18:45:08.000Z,1482786012707315715,"",11,0,0,0,"#Guarani | Outros garotos revelados nas categorias de base foram testados por Daniel Paulista em parte do segundo tempo - aproximadamente 20 minutos. Quem também participou foi o atacante Luã Rodrigues, prata da casa - trata-se de um dos convocados para pré-temporada em Sorocaba. https://t.co/TR1i0uLByr"
373974836,1482797197607452675,2022-01-16T19:29:35.000Z,1482797197607452675,"",0,0,0,247,"RT @MaiaraeMaraisa: Um vídeo de arrepiar, um pouquinho do que rolou no show de ontem! Que energia contagiante! Obrigada Sorocaba - SP por n…"
