author_id,conversation_id,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,text
742845728083607552,1482799149636636676,2022-01-16T19:37:21.000Z,1482799149636636676,"",0,0,0,0,fernando e sorocaba - acústico 2010
1001498927730917376,1482814868524871686,2022-01-16T20:39:48.000Z,1482814868524871686,"",0,0,0,0,"🧢 sunday 🌞 em Sorocaba, Brazil https://t.co/2d1Hm92rHH"
892059375426297858,1482813438493704192,2022-01-16T20:34:07.000Z,1482813438493704192,"",0,0,0,0,"MULTI FR24 HOLDING PATTERN ALERT : At time Sun Jan 16 20:33:16 2022 #None was likely to be holding at FL110 7nm from SCB Sorocaba_VOR-DME_BR
 near Ville de France, Mairinque, Região Imediata de Sor #AvGeek #ADSB https://t.co/i8qKlOmeSt https://t.co/k74uqj3sRL"
1303380576393715714,1482813724213850112,2022-01-16T20:35:15.000Z,1482813724213850112,"",0,0,0,1,RT @lucas_rossafa: #Guarani | Vitinho desembarca neste domingo à tarde em Sorocaba para se juntar ao elenco. Meio-campista será oficializad…
892059375426297858,1482802017961713674,2022-01-16T19:48:44.000Z,1482802017961713674,"",0,0,0,0,"MULTI FR24 CIRCLING ALERT : At time Sun Jan 16 19:47:33 2022 #GLO1277 was likely to be circling at FL220 13nm from KP Grama_NDB_BR
 near Salto, Região Imediata de Sorocaba, Região Metropo #AvGeek #ADSB https://t.co/qRDHY7MwrI https://t.co/4iMUbTzekO"
892059375426297858,1482802832667549701,2022-01-16T19:51:59.000Z,1482802832667549701,"",0,0,0,0,"MULTI FR24 CIRCLING ALERT : At time Sun Jan 16 19:50:47 2022 #TAM3495 was likely to be circling at FL69 13nm from STN Santana_VOR-DME_BR
 near Araçariguama, Região Imediata de Sorocaba, Região  #AvGeek #ADSB https://t.co/be1Zicrg5I https://t.co/JUXdl5feA0"
1245770614671056897,1482801868841668612,2022-01-16T19:48:09.000Z,1482801868841668612,"",0,0,1,0,sonhei que tava tendo um ataque dos volturi aqui em sorocaba ai eu liguei pra alice com meu inglês meia boca tentando avisar ela e o edward que os cara tava matando geral aqui
1423267517372436481,1482819731887468547,2022-01-16T20:59:08.000Z,1482819731887468547,"",0,0,0,6,RT @somusas1: Maravilhosa deliciosa sensacional @BossMirela ela está te esperando para deixar louco de prazrr em Campinas de 17 a 23 e Soro…
1473460737695748101,1482778076761231362,2022-01-16T18:13:36.000Z,1482778076761231362,"",0,0,0,6,RT @somusas1: Maravilhosa deliciosa sensacional @BossMirela ela está te esperando para deixar louco de prazrr em Campinas de 17 a 23 e Soro…
28395000,1482785441032163337,2022-01-16T18:42:52.000Z,1482785441032163337,"",6,1,0,2,Irmã de cuidadora de animais que morreu de câncer procura novos donos para mais de 30 cães resgatados https://t.co/9tbIR2G1MW #g1 #Sorocaba https://t.co/RGhmw46AUq
